Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
85,20,,PPO_Gen,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
85,,,Random1,DECLARE_PIZZA,,,,,,,,,,
85,21,,Random1,DISCARD,C11;Q1;J0,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
85,21,,PPO_Gen,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
85,,,Random1,DECLARE_PIZZA,,,,,,,,,,
85,22,,Random1,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'pass']",,,,
85,22,,PPO_Gen,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
85,,,Random1,DECLARE_PIZZA,,,,,,,,,,
85,22,,SYSTEM,END_MATCH,,,,,,,"{'Random0': 'souschef', 'Random1': 'chef', 'Random2': 'waiter', 'PPO_Gen': 'dishwasher'}","{'Random2': 3, 'Random0': 2, 'Random1': 1, 'PPO_Gen': 0}","{'Random0': 205, 'Random1': 196, 'Random2': 148, 'PPO_Gen': 51}",
85,0,,SYSTEM,DEAL_CARDS,,,"[[4, 4, 5, 6, 7, 7, 7, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11], [3, 3, 3, 4, 5, 5, 6, 8, 9, 9, 9, 10, 10, 11, 11, 11, 12], [1, 2, 6, 6, 6, 6, 7, 8, 8, 8, 9, 10, 11, 11, 11, 11, 12], [2, 4, 5, 5, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 10, 11, 11]]",,,,,,,
85,0,,SYSTEM,CARD_EXCHANGE,"['', '', [2, 4], 3, [11], [11, 12]]",,"[[3, 4, 4, 5, 6, 7, 7, 7, 7, 7, 8, 8, 9, 9, 10, 10, 11], [3, 3, 4, 5, 5, 6, 8, 9, 9, 9, 10, 10, 11, 11, 11, 11, 12], [1, 2, 2, 4, 6, 6, 6, 6, 7, 8, 8, 8, 9, 10, 11, 11, 11], [5, 5, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 10, 11, 11, 11, 12]]",,,,,,,
86,0,,SYSTEM,NEW_MATCH,,,,,,,"{'Random0': 'souschef', 'Random1': 'waiter', 'Random2': 'chef', 'PPO_Gen': 'dishwasher'}",,"{'Random0': 179, 'Random1': 162, 'Random2': 124, 'PPO_Gen': 45}",
86,1,,Random2,DISCARD,C11;Q3;J0,0.0,[ 1.  2.  2.  4.  6.  6.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0']",,,,
86,1,,PPO_Gen,DISCARD,C10;Q4;J0,0.0,[ 5.  5.  7.  8.  8.  9.  9.  9. 10. 11. 11. 11. 12.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q3;J0', 'C9;Q3;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'C10;Q4;J0', 'C10;Q4;J1', 'C10;Q5;J0', 'C10;Q5;J1', 'pass']",,,,
86,1,,Random0,DISCARD,C7;Q5;J0,0.0,[ 3.  4.  4.  5.  6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.],[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 7. 7. 7. 0. 0. 0. 0. 0. 0.],"['C7;Q4;J0', 'C7;Q5;J0', 'pass']",,,,
86,1,,Random1,DISCARD,pass,0.0,[ 3.  3.  4.  5.  5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 12.],[7. 7. 7. 7. 7. 0. 0. 0. 0. 0. 0.],[7. 7. 7. 7. 7. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,1,,Random2,DISCARD,pass,0.0,[ 1.  2.  2.  4.  6.  6.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.],[7. 7. 7. 7. 7. 0. 0. 0. 0. 0. 0.],[7. 7. 7. 7. 7. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,1,,PPO_Gen,DISCARD,pass,0.0,[ 5.  5.  7.  8.  8.  9.  9.  9. 10. 11. 11. 11. 12.  0.  0.  0.  0.],[7. 7. 7. 7. 7. 0. 0. 0. 0. 0. 0.],[7. 7. 7. 7. 7. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random0,DECLARE_PIZZA,,,,,,,,,,
86,2,,Random0,DISCARD,C5;Q1;J0,0.0,[ 3.  4.  4.  6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
86,2,,Random1,DISCARD,C4;Q1;J0,0.0,[ 3.  3.  5.  5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 12.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q1;J0', 'C3;Q1;J1', 'C3;Q2;J0', 'C3;Q2;J1', 'C4;Q1;J0', 'C4;Q1;J1', 'pass']",,,,
86,2,,Random2,DISCARD,C2;Q1;J0,0.0,[ 1.  2.  4.  6.  6.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C2;Q2;J0', 'pass']",,,,
86,2,,PPO_Gen,DISCARD,pass,0.0,[ 5.  5.  7.  8.  8.  9.  9.  9. 10. 11. 11. 11. 12.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,2,,Random0,DISCARD,pass,0.0,[ 3.  4.  4.  6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,2,,Random1,DISCARD,pass,0.0,[ 3.  3.  5.  5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 12.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random2,DECLARE_PIZZA,,,,,,,,,,
86,3,,Random2,DISCARD,C4;Q1;J0,0.0,[ 1.  2.  6.  6.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C4;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'C6;Q4;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
86,3,,PPO_Gen,DISCARD,pass,0.0,[ 5.  5.  7.  8.  8.  9.  9.  9. 10. 11. 11. 11. 12.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,3,,Random0,DISCARD,C3;Q1;J0,0.0,[ 4.  4.  6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q1;J0', 'pass']",,,,
86,3,,Random1,DISCARD,pass,0.0,[ 3.  3.  5.  5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 12.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,3,,Random2,DISCARD,C2;Q1;J0,0.0,[ 1.  6.  6.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'pass']",,,,
86,3,,Random0,DISCARD,pass,0.0,[ 4.  4.  6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random2,DECLARE_PIZZA,,,,,,,,,,
86,4,,Random2,DISCARD,C6;Q2;J0,0.0,[ 1.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'C6;Q4;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
86,4,,PPO_Gen,DISCARD,C5;Q2;J1,0.0,[ 7.  8.  8.  9.  9.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q2;J0', 'C5;Q2;J1', 'pass']",,,,
86,4,,Random0,DISCARD,pass,0.0,[ 4.  4.  6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,4,,Random1,DISCARD,pass,0.0,[ 3.  3.  5.  5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 12.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,4,,Random2,DISCARD,pass,0.0,[ 1.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,,,PPO_Gen,DECLARE_PIZZA,,,,,,,,,,
86,5,,PPO_Gen,DISCARD,C10;Q1;J0,0.0,[ 7.  8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
86,5,,Random0,DISCARD,C4;Q2;J0,0.0,[ 6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C4;Q2;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'pass']",,,,
86,5,,Random1,DISCARD,C3;Q2;J1,0.0,[ 5.  5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C3;Q2;J0', 'C3;Q2;J1', 'pass']",,,,
86,5,,Random2,DISCARD,pass,0.0,[ 1.  6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,5,,PPO_Gen,DISCARD,pass,0.0,[ 7.  8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,5,,Random0,DISCARD,pass,0.0,[ 6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,,,Random1,DECLARE_PIZZA,,,,,,,,,,
86,6,,Random1,DISCARD,C5;Q1;J0,0.0,[ 5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
86,6,,Random2,DISCARD,C1;Q1;J0,0.0,[ 6.  6.  7.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'pass']",,,,
86,6,,PPO_Gen,DISCARD,pass,0.0,[ 7.  8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,6,,Random0,DISCARD,pass,0.0,[ 6.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,6,,Random1,DISCARD,pass,0.0,[ 5.  6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random2,DECLARE_PIZZA,,,,,,,,,,
86,7,,Random2,DISCARD,C7;Q1;J0,0.0,[ 6.  6.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
86,7,,PPO_Gen,DISCARD,pass,0.0,[ 7.  8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,7,,Random0,DISCARD,C6;Q1;J0,0.0,[ 8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'pass']",,,,
86,7,,Random1,DISCARD,C5;Q1;J0,0.0,[ 6.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'pass']",,,,
86,7,,Random2,DISCARD,pass,0.0,[ 6.  6.  8.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,7,,Random0,DISCARD,pass,0.0,[ 8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random1,DECLARE_PIZZA,,,,,,,,,,
86,8,,Random1,DISCARD,C9;Q2;J0,0.0,[ 6.  8.  9. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
86,8,,Random2,DISCARD,C8;Q2;J0,0.0,[ 6.  6.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q2;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'pass']",,,,
86,8,,PPO_Gen,DISCARD,pass,0.0,[ 7.  8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,8,,Random0,DISCARD,pass,0.0,[ 8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,8,,Random1,DISCARD,pass,0.0,[ 6.  8.  9. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random2,DECLARE_PIZZA,,,,,,,,,,
86,9,,Random2,DISCARD,C8;Q1;J0,0.0,[ 6.  6.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C6;Q2;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
86,9,,PPO_Gen,DISCARD,C7;Q1;J0,0.0,[ 8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'pass']",,,,
86,9,,Random0,DISCARD,pass,0.0,[ 8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,9,,Random1,DISCARD,C6;Q1;J0,0.0,[ 8.  9. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'pass']",,,,
86,9,,Random2,DISCARD,pass,0.0,[ 6.  6.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,9,,PPO_Gen,DISCARD,pass,0.0,[ 8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random1,DECLARE_PIZZA,,,,,,,,,,
86,10,,Random1,DISCARD,C11;Q4;J0,0.0,[ 8.  9. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
86,10,,Random2,DISCARD,pass,0.0,[ 6.  6.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,10,,PPO_Gen,DISCARD,pass,0.0,[ 8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,10,,Random0,DISCARD,pass,0.0,[ 8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
86,,,Random1,DECLARE_PIZZA,,,,,,,,,,
86,11,,Random1,DISCARD,C10;Q2;J0,0.0,[8. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
86,11,,Random2,DISCARD,C6;Q2;J0,0.0,[ 9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q2;J0', 'pass']",,,,
86,11,,PPO_Gen,DISCARD,pass,0.0,[ 8.  8.  9.  9.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,11,,Random0,DISCARD,pass,0.0,[ 8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,11,,Random1,DISCARD,pass,0.0,[8. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
86,,,Random2,DECLARE_PIZZA,,,,,,,,,,
86,12,,Random2,DISCARD,C10;Q1;J0,0.0,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
86,12,,PPO_Gen,DISCARD,C9;Q2;J0,0.0,[ 8.  8.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'pass']",,,,
86,12,,Random0,DISCARD,C8;Q2;J0,0.0,[ 9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q2;J0', 'pass']",,,,
